id,food_name,calories,protein_g,fat_g,carbs_g,disease_tags
4537,Almonds Variant 34,95,17.48,3.06,79.26,"High-Protein, Kidney-Friendly, Low-Salt"
4538,Bread Variant 11,85,15.66,27.73,11.43,"High-Protein, Weight-Loss"
4539,Carrot Variant 31,453,3.37,15.72,39.57,"Weight-Loss, Low-Salt"
4540,Bread Variant 22,484,27.32,20.21,33.63,"Low-Carb, Balanced"
4541,Cheese Variant 43,306,20.39,20.66,25.99,"Heart-Healthy, Balanced, Low-Carb"
4542,Almonds Variant 3,454,29.09,7.59,21.69,"Weight-Loss, Kidney-Friendly, Heart-Healthy"
4543,Cheese Variant 24,548,9.35,3.36,59.27,"Low-Salt, High-Protein"
4544,Bread Variant 18,260,34.74,9.69,35.4,"High-Protein, Low-Salt"
4545,Carrot Variant 42,131,14.69,20.69,2.9,"Diabetes-Friendly, Liver-Friendly, Weight-Loss"
4546,Apple Variant 9,57,34.55,28.39,64.1,"Low-Carb, Weight-Loss, High-Protein"
4547,Apple Variant 7,234,13.08,11.57,33.93,"Diabetes-Friendly, Heart-Healthy, Liver-Friendly"
4548,Salmon Variant 22,389,15.47,0.44,47.94,"Low-Salt, Low-Carb, Heart-Healthy"
4549,Rice Variant 29,212,19.99,13.58,44.38,Balanced
4550,Cheese Variant 48,106,33.05,7.6,35.33,"Low-Salt, Heart-Healthy"
4551,Cheese Variant 45,479,9.13,19.73,11.86,Balanced
4552,Egg Variant 21,415,17.86,20.04,74.59,"Low-Salt, Kidney-Friendly"
4553,Egg Variant 6,131,22.15,12.63,47.26,"Kidney-Friendly, Heart-Healthy"
4554,Yogurt Variant 19,256,21.6,21.5,47.86,"Heart-Healthy, Low-Salt"
4555,Carrot Variant 41,205,8.51,4.14,63.24,"Low-Salt, Balanced, Diabetes-Friendly"
4556,Broccoli Variant 26,516,28.37,20.82,43.95,"Low-Carb, High-Protein, Liver-Friendly"
4557,Chicken Breast Variant 37,310,22.76,14.69,33.47,"High-Protein, Low-Carb, Weight-Loss"
4558,Cheese Variant 12,596,29.02,6.09,18.47,"Weight-Loss, Low-Salt"
4559,Broccoli Variant 25,388,3.66,22.06,13.29,High-Protein
4560,Oats Variant 19,390,30.06,13.11,29.87,"Liver-Friendly, Weight-Loss"
4561,Yogurt Variant 24,421,17.85,3.45,74.48,"Weight-Loss, Low-Salt, Liver-Friendly"
4562,Tofu Variant 26,353,37.66,6.75,44.8,"Low-Carb, Balanced"
4563,Milk Variant 29,420,6.35,11.58,70.11,"Balanced, Low-Salt"
4564,Carrot Variant 35,533,17.07,26.86,54.23,"Liver-Friendly, Weight-Loss, High-Protein"
4565,Broccoli Variant 18,75,10.18,9.57,69.99,High-Protein
4566,Oats Variant 12,287,32.01,14.4,41.16,"Liver-Friendly, High-Protein, Low-Salt"
4567,Carrot Variant 40,335,22.33,18.13,46.07,High-Protein
4568,Cheese Variant 11,369,6.11,28.81,3.19,Diabetes-Friendly
4569,Tofu Variant 10,454,24.83,14.86,19.61,High-Protein
4570,Salmon Variant 1,492,29.44,19.4,40.75,"Low-Salt, Diabetes-Friendly, Liver-Friendly"
4571,Yogurt Variant 50,476,37.51,26.34,24.34,High-Protein
4572,Salmon Variant 25,448,12.59,27.56,18.11,"High-Protein, Diabetes-Friendly"
4573,Milk Variant 4,225,17.05,25.26,58.46,"Low-Salt, Balanced"
4574,Chicken Breast Variant 47,449,20.01,27.25,7.83,High-Protein
4575,Yogurt Variant 21,378,1.4,28.06,14.17,Low-Carb
4576,Tofu Variant 25,80,19.57,29.81,37,"Heart-Healthy, Low-Salt, Kidney-Friendly"
4577,Chicken Breast Variant 23,574,36.37,13.83,77.87,High-Protein
4578,Potato Variant 11,128,28.44,27.33,37.02,"Kidney-Friendly, Weight-Loss, Low-Salt"
4579,Oats Variant 34,217,7.42,22.91,7.38,Heart-Healthy
4580,Apple Variant 26,325,15.38,1.36,20.14,Diabetes-Friendly
4581,Beef Variant 47,288,8.41,1.7,10.37,"Balanced, Weight-Loss"
4582,Cheese Variant 48,279,10.77,7.35,6.6,Low-Carb
4583,Milk Variant 19,274,5.3,16.6,16.07,Weight-Loss
4584,Oats Variant 35,556,9.11,6.48,58.71,Balanced
4585,Rice Variant 30,572,23.36,10.69,66.98,"Liver-Friendly, Balanced"
4586,Pasta Variant 12,479,21.08,6.33,30.18,"Heart-Healthy, Low-Carb, Liver-Friendly"
4587,Spinach Variant 27,290,8.05,27.77,2.25,Low-Carb
4588,Salmon Variant 28,123,25.85,8.94,25.92,Liver-Friendly
4589,Potato Variant 26,347,22.71,8.3,32.5,"Diabetes-Friendly, Liver-Friendly, Low-Salt"
4590,Milk Variant 5,178,5.24,10.9,36.87,Liver-Friendly
4591,Carrot Variant 30,581,32.22,21.88,33.95,"High-Protein, Low-Carb"
4592,Beef Variant 27,560,39.17,6.37,41.2,"Liver-Friendly, Balanced"
4593,Rice Variant 2,47,29.53,28.01,26.45,Heart-Healthy
4594,Carrot Variant 49,550,24.95,23.17,61.18,Liver-Friendly
4595,Bread Variant 14,285,33.9,10.58,25.48,Heart-Healthy
4596,Beef Variant 24,129,4.66,2.41,51.03,"Heart-Healthy, Weight-Loss"
4597,Egg Variant 22,401,24.58,4.38,2.34,"Low-Salt, Liver-Friendly"
4598,Orange Variant 26,259,38.21,11.41,6.04,"Low-Carb, Kidney-Friendly, Liver-Friendly"
4599,Orange Variant 24,215,17.51,21.04,37.8,"Liver-Friendly, Balanced"
4600,Spinach Variant 8,231,11.5,5.98,52.56,"Weight-Loss, Low-Carb"
4601,Yogurt Variant 47,361,8.4,12.8,8.77,"Weight-Loss, Kidney-Friendly"
4602,Oats Variant 22,259,32.05,6.78,20.72,"Heart-Healthy, Diabetes-Friendly, Low-Salt"
4603,Cheese Variant 7,260,0.94,18.53,61.36,Weight-Loss
4604,Tofu Variant 17,104,0.53,23.27,29.54,"Kidney-Friendly, Diabetes-Friendly, Balanced"
4605,Spinach Variant 24,408,12.36,9.63,47.53,Balanced
4606,Chicken Breast Variant 3,337,34.31,29.06,6.05,Liver-Friendly
4607,Orange Variant 25,365,24.91,10.17,70.28,Low-Carb
4608,Carrot Variant 16,440,37.55,12.24,22.27,"Balanced, Low-Salt"
4609,Carrot Variant 32,486,31.01,7.19,15.35,Diabetes-Friendly
4610,Broccoli Variant 10,264,21.64,7.4,33.91,"Kidney-Friendly, Balanced, Weight-Loss"
4611,Salmon Variant 12,416,22.99,22.76,76.58,"Weight-Loss, High-Protein, Kidney-Friendly"
4612,Cheese Variant 48,100,19.06,19.77,49.95,"Weight-Loss, Low-Carb, Kidney-Friendly"
4613,Potato Variant 25,167,39.89,1.47,76.71,"Kidney-Friendly, Low-Salt"
4614,Banana Variant 43,236,2.56,14.39,14.99,"Low-Carb, Kidney-Friendly"
4615,Pasta Variant 22,252,39.09,13.9,52.4,"High-Protein, Kidney-Friendly, Weight-Loss"
4616,Salmon Variant 33,135,18.2,17.23,33.12,"High-Protein, Kidney-Friendly"
4617,Chicken Breast Variant 32,69,27.71,15.97,4.78,Weight-Loss
4618,Carrot Variant 20,326,11.86,7.26,18.61,Heart-Healthy
4619,Beef Variant 4,281,38.03,28.15,58.53,"High-Protein, Weight-Loss, Low-Salt"
4620,Beef Variant 26,593,18.59,6.22,26.77,"Kidney-Friendly, Weight-Loss, Liver-Friendly"
4621,Potato Variant 43,529,11.76,27.63,16.83,Kidney-Friendly
4622,Chicken Breast Variant 13,558,17.62,4.33,38.68,Diabetes-Friendly
4623,Banana Variant 37,422,33.55,20.99,4.74,"Liver-Friendly, Balanced"
4624,Banana Variant 34,561,19.12,5.75,59.42,"Weight-Loss, Low-Salt, Balanced"
4625,Beef Variant 11,213,14.38,20.51,64,"Kidney-Friendly, Low-Salt"
4626,Almonds Variant 29,130,0.83,9.8,46.21,"Weight-Loss, Low-Carb, Heart-Healthy"
4627,Spinach Variant 17,213,5.95,9.43,35.56,Weight-Loss
4628,Salmon Variant 38,391,2.13,26.11,30.02,"High-Protein, Low-Carb"
4629,Almonds Variant 26,203,22.67,0.15,1.22,"Weight-Loss, Balanced, Diabetes-Friendly"
4630,Pasta Variant 15,372,22.43,3.64,3.51,"High-Protein, Balanced"
4631,Yogurt Variant 37,382,11.3,7.02,34.63,"Weight-Loss, Liver-Friendly"
4632,Chicken Breast Variant 38,54,3.38,22.39,49.33,Balanced
4633,Banana Variant 11,251,21.42,0.61,40.15,"Weight-Loss, Balanced"
4634,Tofu Variant 43,91,26.88,6.55,42.06,"Balanced, Liver-Friendly, Heart-Healthy"
4635,Potato Variant 2,364,4.27,1.86,59.12,Low-Salt
4636,Chicken Breast Variant 18,77,18.44,29.88,79.58,"Heart-Healthy, Balanced"
4637,Salmon Variant 2,36,29.97,20.55,31.66,Balanced
4638,Almonds Variant 8,448,10.61,18.85,30.44,"Heart-Healthy, Low-Salt"
4639,Cheese Variant 11,558,15.26,16.27,5.66,"Heart-Healthy, Liver-Friendly, High-Protein"
4640,Milk Variant 44,420,25.39,30,56.73,"Balanced, Diabetes-Friendly, Low-Carb"
4641,Bread Variant 11,394,19.44,0.93,22.24,"Weight-Loss, Low-Carb, Kidney-Friendly"
4642,Broccoli Variant 17,476,31.42,29.86,21.73,"Liver-Friendly, Heart-Healthy"
4643,Almonds Variant 26,438,39.91,29.64,62.61,"Heart-Healthy, High-Protein"
4644,Salmon Variant 11,320,16.09,13.57,41.33,"Weight-Loss, Low-Carb"
4645,Chicken Breast Variant 40,378,6.8,28.01,54.98,"Low-Carb, Low-Salt, Heart-Healthy"
4646,Tofu Variant 24,496,1.29,6.14,11.8,Low-Salt
4647,Beef Variant 43,104,30.89,22.64,11.42,"Kidney-Friendly, Heart-Healthy"
4648,Potato Variant 21,38,23.18,21.31,77.24,Heart-Healthy
4649,Egg Variant 42,453,36.53,28.05,14.13,Balanced
4650,Broccoli Variant 13,134,28.47,21.8,76.89,"Heart-Healthy, Weight-Loss, Liver-Friendly"
4651,Apple Variant 31,459,38.13,0.47,51.11,"Balanced, Low-Salt"
4652,Yogurt Variant 13,392,17.64,29.9,65.99,Low-Carb
4653,Broccoli Variant 13,100,23.66,9.89,10.31,"Kidney-Friendly, Diabetes-Friendly"
4654,Spinach Variant 30,510,1.64,25.28,30.75,"Liver-Friendly, Diabetes-Friendly, Low-Salt"
4655,Cheese Variant 10,100,28.59,29.87,67.08,"Balanced, Low-Carb"
4656,Milk Variant 23,221,26.88,2.1,48.98,Balanced
4657,Cheese Variant 24,512,22.96,27.06,45.02,"Liver-Friendly, Low-Carb, Low-Salt"
4658,Banana Variant 16,273,16.49,12.88,76.46,"Liver-Friendly, Low-Salt, Heart-Healthy"
4659,Carrot Variant 35,118,37.16,21.84,5.05,"Weight-Loss, Low-Carb"
4660,Chicken Breast Variant 34,271,3.33,22.52,8.22,"Balanced, Weight-Loss, Liver-Friendly"
4661,Banana Variant 23,577,4.97,15.96,43.37,Balanced
4662,Banana Variant 2,556,14.98,10.05,44.36,"Low-Salt, Heart-Healthy"
4663,Apple Variant 46,387,22.27,29.61,7.29,"Low-Salt, Heart-Healthy"
4664,Oats Variant 24,218,32.24,25.38,42.44,"Balanced, High-Protein, Weight-Loss"
4665,Banana Variant 2,76,23.61,2.53,10.25,"High-Protein, Kidney-Friendly"
4666,Salmon Variant 32,499,6.15,9.76,21.23,Weight-Loss
4667,Rice Variant 7,223,38.34,22.91,70.76,"Balanced, Heart-Healthy, Kidney-Friendly"
4668,Chicken Breast Variant 15,320,35.16,15.64,28.26,Diabetes-Friendly
4669,Almonds Variant 10,375,23.25,23.44,18.52,"Balanced, Weight-Loss"
4670,Yogurt Variant 22,96,20.81,19.24,43.22,"Liver-Friendly, Balanced, Diabetes-Friendly"
4671,Yogurt Variant 22,123,21.84,15.6,51.44,"Diabetes-Friendly, Low-Carb, Kidney-Friendly"
4672,Spinach Variant 25,270,5.55,20.03,14.49,"Heart-Healthy, Liver-Friendly"
4673,Salmon Variant 5,150,27.06,20.63,33.75,"Liver-Friendly, Low-Carb"
4674,Orange Variant 36,547,9.55,5.12,56.64,"Low-Carb, Diabetes-Friendly"
4675,Almonds Variant 34,521,22.54,4.6,8.26,"Heart-Healthy, Balanced, Low-Salt"
4676,Pasta Variant 14,289,5.72,9.52,37.33,"Low-Carb, Diabetes-Friendly, Weight-Loss"
4677,Oats Variant 36,136,27,20.11,3.31,Weight-Loss
4678,Banana Variant 31,205,39.36,8.12,55.39,Low-Carb
4679,Yogurt Variant 23,410,20.55,15.54,61.18,"Diabetes-Friendly, Low-Salt, Weight-Loss"
4680,Tofu Variant 39,505,4.16,23.75,9.7,High-Protein
4681,Potato Variant 12,75,29.79,7.15,24.11,"Balanced, Heart-Healthy"
4682,Orange Variant 42,303,13.68,4.01,19.56,"High-Protein, Kidney-Friendly"
4683,Carrot Variant 36,110,16.96,22.34,1.24,"Kidney-Friendly, Low-Salt"
4684,Broccoli Variant 13,294,25.71,15.94,52.65,"Kidney-Friendly, Heart-Healthy, Weight-Loss"
4685,Carrot Variant 31,250,5.56,2.41,70.42,Weight-Loss
4686,Chicken Breast Variant 30,117,11.09,8.87,9.09,Heart-Healthy
4687,Apple Variant 40,412,8.36,12.68,19.07,"Low-Salt, Diabetes-Friendly, Liver-Friendly"
4688,Chicken Breast Variant 44,221,9.26,8.35,69.98,Balanced
4689,Rice Variant 50,236,21.81,13,41.33,"Heart-Healthy, Low-Salt"
4690,Pasta Variant 31,330,13.2,0.11,73.67,"Liver-Friendly, Weight-Loss"
4691,Almonds Variant 35,573,26.18,20.47,53.44,"Weight-Loss, Heart-Healthy"
4692,Apple Variant 21,34,11,17.08,14.33,"High-Protein, Low-Carb, Weight-Loss"
4693,Salmon Variant 22,105,26.71,28.15,66.91,Kidney-Friendly
4694,Yogurt Variant 44,235,26.66,25.86,45.62,"Weight-Loss, Low-Carb"
4695,Pasta Variant 48,303,19.92,0.94,7.77,Diabetes-Friendly
4696,Beef Variant 36,239,2.98,0.49,17.87,"Heart-Healthy, Kidney-Friendly"
4697,Pasta Variant 27,292,12.12,18.8,78.28,Balanced
4698,Potato Variant 3,400,18.2,13.41,74.48,Liver-Friendly
4699,Egg Variant 26,469,14.14,6.98,52.32,"Liver-Friendly, Heart-Healthy, Low-Carb"
4700,Bread Variant 10,438,2.14,29.02,11.54,"Heart-Healthy, Liver-Friendly, Kidney-Friendly"
4701,Chicken Breast Variant 6,166,9.07,2.4,26.06,Weight-Loss
4702,Apple Variant 23,259,3.01,2.32,17.68,"Heart-Healthy, Liver-Friendly"
4703,Egg Variant 31,527,12.4,5.33,10.2,"High-Protein, Diabetes-Friendly, Low-Salt"
4704,Broccoli Variant 6,427,11.83,2.02,1.51,Heart-Healthy
4705,Bread Variant 17,262,24.99,9.66,13.25,"Diabetes-Friendly, Balanced"
4706,Yogurt Variant 49,524,24.47,1.69,4.37,Low-Salt
4707,Banana Variant 36,352,35.14,2.25,8.76,Heart-Healthy
4708,Egg Variant 33,135,29.25,4.33,44.74,Balanced
4709,Egg Variant 50,90,14.66,24.44,22.43,Liver-Friendly
4710,Tofu Variant 44,80,18.18,26.65,60.66,"Balanced, High-Protein"
4711,Orange Variant 24,430,34.05,8.37,25.53,"Low-Salt, Diabetes-Friendly"
4712,Carrot Variant 8,495,18.88,0.31,54.87,Weight-Loss
4713,Spinach Variant 8,509,15.36,9.47,32.68,"Heart-Healthy, Low-Salt"
4714,Oats Variant 50,343,33.6,12.8,71.3,Balanced
4715,Beef Variant 38,325,16.57,0.82,8.22,Low-Salt
4716,Oats Variant 12,522,28.03,11.66,1.08,"Weight-Loss, High-Protein, Liver-Friendly"
4717,Salmon Variant 45,509,20.43,7.73,57.92,"Low-Salt, Balanced, Weight-Loss"
4718,Chicken Breast Variant 28,499,28.47,21.82,72.97,Liver-Friendly
4719,Chicken Breast Variant 37,585,36.99,2.82,62.1,"Diabetes-Friendly, Balanced"
4720,Tofu Variant 2,554,0.65,16.49,38.43,"Heart-Healthy, Diabetes-Friendly, High-Protein"
4721,Chicken Breast Variant 49,460,27.18,11.25,66.59,"Kidney-Friendly, Heart-Healthy"
4722,Oats Variant 4,87,14.06,29.29,27.35,"Low-Salt, Liver-Friendly, High-Protein"
4723,Oats Variant 12,448,23.28,9.56,70.32,"Balanced, Low-Salt, Kidney-Friendly"
4724,Carrot Variant 26,358,1.8,9.65,43.65,"Diabetes-Friendly, Low-Salt, Kidney-Friendly"
4725,Apple Variant 28,236,26.88,10.46,10.27,"Balanced, High-Protein, Diabetes-Friendly"
4726,Egg Variant 49,401,2.01,26.27,60.49,"Diabetes-Friendly, Low-Salt, Balanced"
4727,Almonds Variant 11,140,11.93,10.55,62.88,"Weight-Loss, Heart-Healthy, Low-Salt"
4728,Broccoli Variant 44,45,1.76,24.25,59.4,"Weight-Loss, High-Protein, Kidney-Friendly"
4729,Cheese Variant 25,458,25.1,1.93,55.14,"Kidney-Friendly, Low-Salt, Diabetes-Friendly"
4730,Milk Variant 10,528,20.6,12.08,15.44,Kidney-Friendly
4731,Oats Variant 40,590,34.47,29.41,37.29,"Low-Salt, Weight-Loss, Balanced"
4732,Banana Variant 48,582,7.29,10.01,15.46,Heart-Healthy
4733,Apple Variant 32,278,24.61,28.82,59.83,"Diabetes-Friendly, Kidney-Friendly, High-Protein"
4734,Salmon Variant 12,72,36.57,17.79,79.07,"Heart-Healthy, High-Protein, Low-Carb"
4735,Pasta Variant 14,134,9.56,10.61,46.82,Low-Carb
4736,Egg Variant 17,411,6.42,22.56,55.42,"Diabetes-Friendly, Heart-Healthy, Kidney-Friendly"
4737,Orange Variant 24,78,0.94,25.38,78.07,"Liver-Friendly, Heart-Healthy, High-Protein"
4738,Potato Variant 32,323,17.13,11.78,64.52,"Balanced, Low-Salt, Weight-Loss"
4739,Broccoli Variant 35,545,6.76,18.01,46.35,"Low-Salt, Balanced"
4740,Pasta Variant 26,335,39.33,27.82,76.62,"Low-Salt, Heart-Healthy"
4741,Chicken Breast Variant 42,287,6.33,21.75,2.55,"Kidney-Friendly, Diabetes-Friendly, High-Protein"
4742,Rice Variant 18,545,14.44,14.52,44.01,"Heart-Healthy, Liver-Friendly"
4743,Cheese Variant 25,400,18.58,6.67,75.94,Heart-Healthy
4744,Potato Variant 5,318,27.58,1.52,61.94,"Low-Carb, Kidney-Friendly, Diabetes-Friendly"
4745,Egg Variant 41,281,26.83,23.86,51.24,"Balanced, Kidney-Friendly, Low-Carb"
4746,Orange Variant 15,218,28.07,25.5,16.28,Low-Salt
4747,Tofu Variant 44,555,29.5,12.22,59.95,"Low-Carb, Diabetes-Friendly, Liver-Friendly"
4748,Potato Variant 18,55,23.33,8.38,12.28,"Kidney-Friendly, Weight-Loss, Liver-Friendly"
4749,Tofu Variant 2,60,15.54,10.67,31.64,"Low-Salt, Liver-Friendly"
4750,Broccoli Variant 27,536,31.91,19.52,72.93,"Heart-Healthy, Balanced"
4751,Rice Variant 46,78,31.84,7.21,53.29,"Kidney-Friendly, Liver-Friendly, Weight-Loss"
4752,Chicken Breast Variant 10,259,19.39,17.83,8.77,"Low-Salt, Low-Carb"
4753,Egg Variant 47,197,39.25,1.95,50.98,Liver-Friendly
4754,Carrot Variant 24,374,10.23,9.87,71.4,"Low-Salt, Heart-Healthy"
4755,Oats Variant 9,405,35.55,23.84,74.37,Diabetes-Friendly
4756,Salmon Variant 33,559,13.26,25.1,70.44,Balanced
4757,Potato Variant 29,401,32.01,29.28,46.57,"Balanced, Heart-Healthy, Liver-Friendly"
4758,Salmon Variant 35,579,39.05,14.15,48.96,Diabetes-Friendly
4759,Milk Variant 18,540,19.38,7.11,79.78,Liver-Friendly
4760,Cheese Variant 9,32,29.68,20.25,57.76,Kidney-Friendly
4761,Beef Variant 45,163,34.94,15.82,29.35,"Diabetes-Friendly, High-Protein"
4762,Orange Variant 42,320,16.33,16.48,22.14,Weight-Loss
4763,Spinach Variant 5,231,38.2,8.55,21.93,Balanced
4764,Carrot Variant 49,221,1.68,3.46,46.87,"Weight-Loss, Liver-Friendly, Kidney-Friendly"
4765,Rice Variant 21,547,10.66,7.2,30.34,"Low-Carb, Liver-Friendly"
4766,Spinach Variant 34,374,16.3,19.09,18.69,Diabetes-Friendly
4767,Rice Variant 5,559,9.13,20.66,65.35,"Weight-Loss, Kidney-Friendly, Liver-Friendly"
4768,Apple Variant 3,151,27.01,26.09,30.53,"Balanced, Weight-Loss"
4769,Bread Variant 49,372,13.38,25.71,49.28,"Balanced, Diabetes-Friendly, Heart-Healthy"
4770,Yogurt Variant 4,193,22.83,2.18,63.41,Diabetes-Friendly
4771,Carrot Variant 39,178,17.02,24.18,2.3,"Weight-Loss, Heart-Healthy, Diabetes-Friendly"
4772,Salmon Variant 31,265,23.75,18.47,43.93,High-Protein
4773,Pasta Variant 1,334,2.88,19.23,76.24,Kidney-Friendly
4774,Rice Variant 26,591,29.5,18.55,52.57,Balanced
4775,Yogurt Variant 18,208,15.15,8.75,38.93,"Diabetes-Friendly, High-Protein"
4776,Rice Variant 28,525,33.1,9.15,1.06,"Heart-Healthy, Kidney-Friendly, Weight-Loss"
4777,Rice Variant 32,90,18.92,19.43,7.43,"Heart-Healthy, Liver-Friendly"
4778,Salmon Variant 27,324,0.67,11.01,50.6,"Kidney-Friendly, Low-Salt, Weight-Loss"
4779,Oats Variant 23,527,13.24,11.04,42.2,"Balanced, Low-Salt, Kidney-Friendly"
4780,Pasta Variant 46,242,2.42,0.46,78.3,"Weight-Loss, Heart-Healthy"
4781,Banana Variant 26,457,34.34,12.86,2.74,"Heart-Healthy, Diabetes-Friendly, Low-Salt"
4782,Tofu Variant 44,566,37.78,20.18,71.42,"Liver-Friendly, Kidney-Friendly"
4783,Rice Variant 46,126,33.29,5.07,70.95,Diabetes-Friendly
4784,Orange Variant 33,102,24.45,17.74,71.39,High-Protein
4785,Rice Variant 20,283,10.83,0.57,12.86,Balanced
4786,Rice Variant 37,110,4.68,18.85,37.13,"Heart-Healthy, Low-Salt, Low-Carb"
4787,Banana Variant 21,480,36.88,25.31,31.26,Kidney-Friendly
4788,Bread Variant 46,88,30.03,7.12,38.13,"Diabetes-Friendly, Kidney-Friendly, High-Protein"
4789,Orange Variant 26,571,15.53,3.49,78.1,"Low-Carb, Heart-Healthy"
4790,Salmon Variant 13,476,30.98,5.63,67.55,Low-Salt
4791,Tofu Variant 48,416,36.46,21.58,22.26,"Low-Carb, Heart-Healthy, Diabetes-Friendly"
4792,Almonds Variant 26,478,23.45,29.86,72.91,"Weight-Loss, High-Protein"
4793,Milk Variant 2,375,11.02,16.19,19.52,"Low-Salt, Kidney-Friendly"
4794,Egg Variant 18,507,2.19,22.67,28.45,Low-Carb
4795,Almonds Variant 7,488,15.99,12.75,20.61,"Balanced, Low-Salt, High-Protein"
4796,Rice Variant 32,86,37.54,14.98,34.57,"Liver-Friendly, Weight-Loss"
4797,Chicken Breast Variant 38,355,4.14,2.38,75.6,"Liver-Friendly, Weight-Loss"
4798,Carrot Variant 20,316,14.73,6.73,43.59,High-Protein
4799,Spinach Variant 31,564,8.04,22.3,73.09,Weight-Loss
4800,Rice Variant 46,539,13.06,16.15,42.32,High-Protein
4801,Yogurt Variant 21,180,15.61,2.44,23.45,Weight-Loss
4802,Banana Variant 35,423,20.38,6.26,10.33,Kidney-Friendly
4803,Spinach Variant 50,591,22.93,29.48,15.07,Low-Carb
4804,Almonds Variant 24,105,39.27,25.87,73.35,"Weight-Loss, Low-Salt"
4805,Oats Variant 7,74,20.57,15.75,32.26,High-Protein
4806,Banana Variant 40,549,27.72,20.37,11.02,Balanced
4807,Yogurt Variant 1,430,27.21,11.37,43.78,"Low-Carb, Low-Salt, Kidney-Friendly"
4808,Salmon Variant 26,538,3.26,27.51,10.09,"Liver-Friendly, High-Protein"
4809,Banana Variant 25,541,19.07,3.1,41.96,"Heart-Healthy, Weight-Loss"
4810,Chicken Breast Variant 6,167,13.5,26.73,47.28,"Balanced, Low-Salt, Diabetes-Friendly"
4811,Salmon Variant 29,576,33.11,11.18,41.68,"Kidney-Friendly, Balanced, Liver-Friendly"
4812,Cheese Variant 15,253,23.65,5.44,42.13,"High-Protein, Diabetes-Friendly"
4813,Rice Variant 29,164,25.12,27.48,51.86,Low-Salt
4814,Spinach Variant 24,94,26.29,10.98,23.76,Diabetes-Friendly
4815,Almonds Variant 2,509,23.96,15.27,26.71,"Low-Carb, Heart-Healthy, Kidney-Friendly"
4816,Yogurt Variant 29,584,38.93,23.02,32.64,"Balanced, Low-Carb"
4817,Potato Variant 5,65,23.54,1.25,26.88,"Heart-Healthy, Weight-Loss, Low-Carb"
4818,Carrot Variant 48,476,20.59,27.4,17.8,"Low-Salt, High-Protein, Low-Carb"
4819,Oats Variant 36,42,20.39,27.58,69.69,"Low-Carb, Balanced, Diabetes-Friendly"
4820,Tofu Variant 46,162,11.75,10.44,29.75,"Liver-Friendly, Kidney-Friendly"
4821,Oats Variant 42,177,3.66,6.87,66.4,Liver-Friendly
4822,Almonds Variant 45,568,2.37,10.68,2.65,"Low-Carb, Weight-Loss"
4823,Salmon Variant 48,412,0.91,26.15,57.29,"High-Protein, Kidney-Friendly"
4824,Yogurt Variant 22,417,30.2,1.76,49.48,Weight-Loss
4825,Almonds Variant 5,528,5.04,18.49,61.21,"Low-Carb, High-Protein"
4826,Pasta Variant 29,519,17.23,26.98,13.92,"Diabetes-Friendly, Balanced, Weight-Loss"
4827,Spinach Variant 26,243,35.25,24,54.46,"Weight-Loss, Kidney-Friendly"
4828,Apple Variant 42,476,38.31,6.94,62.69,Low-Salt
4829,Rice Variant 30,122,16.7,11.32,28.42,"Diabetes-Friendly, Heart-Healthy, Low-Carb"
4830,Salmon Variant 20,62,5.81,27.58,20.39,Low-Salt
4831,Oats Variant 48,498,14.18,6.18,26.95,"Liver-Friendly, Balanced"
4832,Beef Variant 29,338,6.49,17.07,60.2,"Kidney-Friendly, Low-Salt, High-Protein"
4833,Egg Variant 16,533,6.57,28.47,5.22,Heart-Healthy
4834,Banana Variant 24,340,21.53,17.57,78.57,Diabetes-Friendly
4835,Cheese Variant 35,341,30.69,3.32,72.03,"Balanced, Low-Carb"
4836,Banana Variant 10,311,12.36,7.55,25.46,Balanced
4837,Potato Variant 14,50,20.98,22.22,52.36,Liver-Friendly
4838,Carrot Variant 28,416,13.96,7.78,26.78,Kidney-Friendly
4839,Rice Variant 24,441,25.72,29.74,31.62,"Low-Carb, High-Protein, Liver-Friendly"
4840,Yogurt Variant 17,46,17.75,22.4,74.01,"Heart-Healthy, Kidney-Friendly"
4841,Orange Variant 17,273,7.34,5.18,58.95,"Balanced, Low-Salt, Heart-Healthy"
4842,Beef Variant 41,462,28.64,18.89,42.12,Weight-Loss
4843,Almonds Variant 37,468,29.31,27.44,70.87,"Heart-Healthy, Weight-Loss"
4844,Milk Variant 29,141,31.79,14.33,7.43,"Balanced, Kidney-Friendly, Low-Carb"
4845,Beef Variant 36,363,15.41,14.01,45.6,"Diabetes-Friendly, Heart-Healthy"
4846,Beef Variant 10,212,3.14,25.94,5.87,Liver-Friendly
4847,Pasta Variant 41,259,29.12,10.23,70.38,"Weight-Loss, Diabetes-Friendly"
4848,Salmon Variant 1,581,34.72,21.41,14.96,Weight-Loss
4849,Milk Variant 6,438,20.88,9.87,43.66,High-Protein
4850,Spinach Variant 3,339,39.11,10.32,72.3,"High-Protein, Low-Carb"
4851,Pasta Variant 28,127,15.26,9.58,47.05,"High-Protein, Weight-Loss, Low-Carb"
4852,Tofu Variant 24,566,15.71,2.64,33.2,"Balanced, Low-Salt"
